 Ödül: -4799.10, Son 100 Bölüm Ort. Ödül: -11093.54
Adım: 309709, Bölüm Bitti, Ödül: -2888.41, Son 100 Bölüm Ort. Ödül: -11075.21
Adım: 474695, Bölüm Bitti, Ödül: -3376.47, Son 100 Bölüm Ort. Ödül: -7519.42
Adım: 474707, Bölüm Bitti, Ödül: -3009.05, Son 100 Bölüm Ort. Ödül: -7502.16
Adım: 474736, Bölüm Bitti, Ödül: -6708.99, Son 100 Bölüm Ort. Ödül: -7517.91
Adım: 474785, Bölüm Bitti, Ödül: -11189.26, Son 100 Bölüm Ort. Ödül: -7579.20
Adım: 474802, Bölüm Bitti, Ödül: -3513.88, Son 100 Bölüm Ort. Ödül: -7561.07
Adım: 474811, Bölüm Bitti, Ödül: -2047.66, Son 100 Bölüm Ort. Ödül: -7539.99
Adım: 474822, Bölüm Bitti, Ödül: -2150.12, Son 100 Bölüm Ort. Ödül: -7455.93
Adım: 474836, Bölüm Bitti, Ödül: -2419.86, Son 100 Bölüm Ort. Ödül: -7455.40
Adım: 474846, Bölüm Bitti, Ödül: -1996.31, Son 100 Bölüm Ort. Ödül: -7438.85
Adım: 474862, Bölüm Bitti, Ödül: -3246.80, Son 100 Bölüm Ort. Ödül: -7439.65
Adım: 474891, Bölüm Bitti, Ödül: -6214.68, Son 100 Bölüm Ort. Ödül: -7479.76
Adım: 474927, Bölüm Bitti, Ödül: -8330.04, Son 100 Bölüm Ort. Ödül: -7492.81
Adım: 474971, Bölüm Bitti, Ödül: -9488.62, Son 100 Bölüm Ort. Ödül: -7564.97
Adım: 474996, Bölüm Bitti, Ödül: -5533.53, Son 100 Bölüm Ort. Ödül: -7568.05
Adım: 475026, Bölüm Bitti, Ödül: -7198.30, Son 100 Bölüm Ort. Ödül: -7556.28
Adım: 475040, Bölüm Bitti, Ödül: -3223.13, Son 100 Bölüm Ort. Ödül: -7549.12
Adım: 475111, Bölüm Bitti, Ödül: -15269.93, Son 100 Bölüm Ort. Ödül: -7678.98
Adım: 475130, Bölüm Bitti, Ödül: -5009.10, Son 100 Bölüm Ort. Ödül: -7661.78
Adım: 475232, Bölüm Bitti, Ödül: -22032.67, Son 100 Bölüm Ort. Ödül: -7832.58
Adım: 475295, Bölüm Bitti, Ödül: -13674.73, Son 100 Bölüm Ort. Ödül: -7901.89
Adım: 475316, Bölüm Bitti, Ödül: -4678.14, Son 100 Bölüm Ort. Ödül: -7879.92
Adım: 475337, Bölüm Bitti, Ödül: -4712.72, Son 100 Bölüm Ort. Ödül: -7892.78
Adım: 475350, Bölüm Bitti, Ödül: -2844.13, Son 100 Bölüm Ort. Ödül: -7857.60
Adım: 475376, Bölüm Bitti, Ödül: -6259.86, Son 100 Bölüm Ort. Ödül: -7818.26
Adım: 475428, Bölüm Bitti, Ödül: -12216.48, Son 100 Bölüm Ort. Ödül: -7775.34
Adım: 475468, Bölüm Bitti, Ödül: -8520.10, Son 100 Bölüm Ort. Ödül: -7833.36
Adım: 475481, Bölüm Bitti, Ödül: -2802.63, Son 100 Bölüm Ort. Ödül: -6386.82
Adım: 475515, Bölüm Bitti, Ödül: -8428.56, Son 100 Bölüm Ort. Ödül: -6445.45
Adım: 475934, Bölüm Bitti, Ödül: -91177.19, Son 100 Bölüm Ort. Ödül: -7317.42
Adım: 475946, Bölüm Bitti, Ödül: -3029.17, Son 100 Bölüm Ort. Ödül: -7276.37
Adım: 475963, Bölüm Bitti, Ödül: -4425.38, Son 100 Bölüm Ort. Ödül: -7288.20
Adım: 476048, Bölüm Bitti, Ödül: -19296.40, Son 100 Bölüm Ort. Ödül: -7426.93
Adım: 476099, Bölüm Bitti, Ödül: -11579.08, Son 100 Bölüm Ort. Ödül: -7392.63
Adım: 476134, Bölüm Bitti, Ödül: -7088.40, Son 100 Bölüm Ort. Ödül: -7409.02
Adım: 476148, Bölüm Bitti, Ödül: -3327.50, Son 100 Bölüm Ort. Ödül: -7377.10
Adım: 476170, Bölüm Bitti, Ödül: -3303.05, Son 100 Bölüm Ort. Ödül: -7389.01
Adım: 476192, Bölüm Bitti, Ödül: -4190.47, Son 100 Bölüm Ort. Ödül: -7408.14
Adım: 476212, Bölüm Bitti, Ödül: -3822.08, Son 100 Bölüm Ort. Ödül: -7411.97
Adım: 476243, Bölüm Bitti, Ödül: -6653.74, Son 100 Bölüm Ort. Ödül: -7432.76
Adım: 476255, Bölüm Bitti, Ödül: -3019.82, Son 100 Bölüm Ort. Ödül: -7443.74
Adım: 476284, Bölüm Bitti, Ödül: -6818.74, Son 100 Bölüm Ort. Ödül: -7299.63
Adım: 476307, Bölüm Bitti, Ödül: -4923.21, Son 100 Bölüm Ort. Ödül: -7310.51
Adım: 476329, Bölüm Bitti, Ödül: -4307.05, Son 100 Bölüm Ort. Ödül: -7249.05
Adım: 476434, Bölüm Bitti, Ödül: -22185.23, Son 100 Bölüm Ort. Ödül: -7424.65
Adım: 476464, Bölüm Bitti, Ödül: -5444.35, Son 100 Bölüm Ort. Ödül: -7446.39
Adım: 476501, Bölüm Bitti, Ödül: -9724.43, Son 100 Bölüm Ort. Ödül: -7502.58
Adım: 476521, Bölüm Bitti, Ödül: -4754.62, Son 100 Bölüm Ort. Ödül: -7506.25
Adım: 476533, Bölüm Bitti, Ödül: -2768.66, Son 100 Bölüm Ort. Ödül: -7471.99
Adım: 476549, Bölüm Bitti, Ödül: -4538.76, Son 100 Bölüm Ort. Ödül: -7487.99
Adım: 476600, Bölüm Bitti, Ödül: -11472.47, Son 100 Bölüm Ort. Ödül: -7465.61
Adım: 476637, Bölüm Bitti, Ödül: -9383.44, Son 100 Bölüm Ort. Ödül: -7526.75
Adım: 476676, Bölüm Bitti, Ödül: -9664.36, Son 100 Bölüm Ort. Ödül: -7492.69
Adım: 476713, Bölüm Bitti, Ödül: -6922.68, Son 100 Bölüm Ort. Ödül: -7447.80
Adım: 476742, Bölüm Bitti, Ödül: -6266.39, Son 100 Bölüm Ort. Ödül: -7467.99
Adım: 477742, Bölüm Bitti, Ödül: -227031.23, Son 100 Bölüm Ort. Ödül: -9695.72
Adım: 477764, Bölüm Bitti, Ödül: -4723.35, Son 100 Bölüm Ort. Ödül: -9600.41
Adım: 477792, Bölüm Bitti, Ödül: -5914.80, Son 100 Bölüm Ort. Ödül: -9640.10
Adım: 477801, Bölüm Bitti, Ödül: -1510.91, Son 100 Bölüm Ort. Ödül: -9631.41
Adım: 477842, Bölüm Bitti, Ödül: -9236.01, Son 100 Bölüm Ort. Ödül: -9677.71
Adım: 477857, Bölüm Bitti, Ödül: -3779.12, Son 100 Bölüm Ort. Ödül: -9676.64
Adım: 477892, Bölüm Bitti, Ödül: -9391.56, Son 100 Bölüm Ort. Ödül: -9700.59
Adım: 477946, Bölüm Bitti, Ödül: -11945.18, Son 100 Bölüm Ort. Ödül: -9694.86
Adım: 477986, Bölüm Bitti, Ödül: -8462.83, Son 100 Bölüm Ort. Ödül: -9748.11
Adım: 478000, Bölüm Bitti, Ödül: -3243.01, Son 100 Bölüm Ort. Ödül: -9699.88
Adım: 478077, Bölüm Bitti, Ödül: -17744.63, Son 100 Bölüm Ort. Ödül: -9768.22
Adım: 478105, Bölüm Bitti, Ödül: -5821.68, Son 100 Bölüm Ort. Ödül: -9765.37
Adım: 478124, Bölüm Bitti, Ödül: -3585.50, Son 100 Bölüm Ort. Ödül: -9759.16
Adım: 478198, Bölüm Bitti, Ödül: -15830.41, Son 100 Bölüm Ort. Ödül: -9894.89
Adım: 478210, Bölüm Bitti, Ödül: -2211.50, Son 100 Bölüm Ort. Ödül: -9871.54
Adım: 478222, Bölüm Bitti, Ödül: -2556.29, Son 100 Bölüm Ort. Ödül: -9866.79
Adım: 478257, Bölüm Bitti, Ödül: -8902.39, Son 100 Bölüm Ort. Ödül: -9924.86
Adım: 478287, Bölüm Bitti, Ödül: -7685.34, Son 100 Bölüm Ort. Ödül: -9977.81
Adım: 478320, Bölüm Bitti, Ödül: -6933.11, Son 100 Bölüm Ort. Ödül: -10002.51
Adım: 478331, Bölüm Bitti, Ödül: -2357.76, Son 100 Bölüm Ort. Ödül: -9928.07
Adım: 478377, Bölüm Bitti, Ödül: -11156.34, Son 100 Bölüm Ort. Ödül: -9944.75
Adım: 478410, Bölüm Bitti, Ödül: -7176.15, Son 100 Bölüm Ort. Ödül: -9968.92
Adım: 478430, Bölüm Bitti, Ödül: -4141.76, Son 100 Bölüm Ort. Ödül: -9964.34
Adım: 478440, Bölüm Bitti, Ödül: -2404.47, Son 100 Bölüm Ort. Ödül: -9933.63
Adım: 478451, Bölüm Bitti, Ödül: -2565.56, Son 100 Bölüm Ort. Ödül: -9912.84
Adım: 478471, Bölüm Bitti, Ödül: -3886.83, Son 100 Bölüm Ort. Ödül: -9913.56
Adım: 478499, Bölüm Bitti, Ödül: -5428.61, Son 100 Bölüm Ort. Ödül: -9913.01
Adım: 478550, Bölüm Bitti, Ödül: -12431.91, Son 100 Bölüm Ort. Ödül: -9983.74
Adım: 479012, Bölüm Bitti, Ödül: -101310.60, Son 100 Bölüm Ort. Ödül: -10973.79
Adım: 479025, Bölüm Bitti, Ödül: -2627.55, Son 100 Bölüm Ort. Ödül: -10947.74
Adım: 479033, Bölüm Bitti, Ödül: -1256.66, Son 100 Bölüm Ort. Ödül: -10916.99
Adım: 479121, Bölüm Bitti, Ödül: -19613.60, Son 100 Bölüm Ort. Ödül: -11036.30
Adım: 479152, Bölüm Bitti, Ödül: -6104.52, Son 100 Bölüm Ort. Ödül: -11077.68
Adım: 479173, Bölüm Bitti, Ödül: -4355.04, Son 100 Bölüm Ort. Ödül: -11096.12
Adım: 479217, Bölüm Bitti, Ödül: -11807.91, Son 100 Bölüm Ort. Ödül: -11024.56
Adım: 479244, Bölüm Bitti, Ödül: -4946.86, Son 100 Bölüm Ort. Ödül: -11047.41
Adım: 479255, Bölüm Bitti, Ödül: -3110.60, Son 100 Bölüm Ort. Ödül: -10846.35
Adım: 479287, Bölüm Bitti, Ödül: -6719.27, Son 100 Bölüm Ort. Ödül: -10860.47
Adım: 479302, Bölüm Bitti, Ödül: -2498.52, Son 100 Bölüm Ort. Ödül: -10850.30
Adım: 479323, Bölüm Bitti, Ödül: -5048.54, Son 100 Bölüm Ort. Ödül: -10773.96
Adım: 479352, Bölüm Bitti, Ödül: -5578.72, Son 100 Bölüm Ort. Ödül: -10738.02
Adım: 479368, Bölüm Bitti, Ödül: -3165.97, Son 100 Bölüm Ort. Ödül: -10672.97
Adım: 479389, Bölüm Bitti, Ödül: -4104.09, Son 100 Bölüm Ort. Ödül: -10688.05
Adım: 479442, Bölüm Bitti, Ödül: -11457.58, Son 100 Bölüm Ort. Ödül: -10734.85
Adım: 479509, Bölüm Bitti, Ödül: -13951.12, Son 100 Bölüm Ort. Ödül: -10815.71
Adım: 479545, Bölüm Bitti, Ödül: -7522.25, Son 100 Bölüm Ort. Ödül: -10794.20
Adım: 479569, Bölüm Bitti, Ödül: -4481.82, Son 100 Bölüm Ort. Ödül: -10805.25
Adım: 479588, Bölüm Bitti, Ödül: -4121.36, Son 100 Bölüm Ort. Ödül: -10816.38
Adım: 479673, Bölüm Bitti, Ödül: -19633.51, Son 100 Bölüm Ort. Ödül: -10945.62
Adım: 479712, Bölüm Bitti, Ödül: -7748.92, Son 100 Bölüm Ort. Ödül: -10911.22
Adım: 479728, Bölüm Bitti, Ödül: -4573.65, Son 100 Bölüm Ort. Ödül: -10921.82
Adım: 479737, Bölüm Bitti, Ödül: -1352.53, Son 100 Bölüm Ort. Ödül: -10914.87
Adım: 479783, Bölüm Bitti, Ödül: -9139.73, Son 100 Bölüm Ort. Ödül: -10984.76
Adım: 479808, Bölüm Bitti, Ödül: -5534.29, Son 100 Bölüm Ort. Ödül: -11015.91
Adım: 479844, Bölüm Bitti, Ödül: -7658.64, Son 100 Bölüm Ort. Ödül: -11072.53
Adım: 479883, Bölüm Bitti, Ödül: -8381.48, Son 100 Bölüm Ort. Ödül: -11123.88
Adım: 479899, Bölüm Bitti, Ödül: -3357.52, Son 100 Bölüm Ort. Ödül: -11095.30
Adım: 479926, Bölüm Bitti, Ödül: -6019.51, Son 100 Bölüm Ort. Ödül: -11072.20
Adım: 479948, Bölüm Bitti, Ödül: -5972.45, Son 100 Bölüm Ort. Ödül: -11037.04
Adım: 479956, Bölüm Bitti, Ödül: -1588.60, Son 100 Bölüm Ort. Ödül: -10997.59
Adım: 479974, Bölüm Bitti, Ödül: -3213.89, Son 100 Bölüm Ort. Ödül: -10957.74
Adım: 480002, Bölüm Bitti, Ödül: -5718.83, Son 100 Bölüm Ort. Ödül: -10982.70
Adım: 480019, Bölüm Bitti, Ödül: -3917.77, Son 100 Bölüm Ort. Ödül: -10869.18
Adım: 480043, Bölüm Bitti, Ödül: -5467.48, Son 100 Bölüm Ort. Ödül: -10873.76
Adım: 480059, Bölüm Bitti, Ödül: -2653.85, Son 100 Bölüm Ort. Ödül: -10679.97
Adım: 480077, Bölüm Bitti, Ödül: -4059.25, Son 100 Bölüm Ort. Ödül: -10583.82
Adım: 480105, Bölüm Bitti, Ödül: -5711.85, Son 100 Bölüm Ort. Ödül: -10594.16
Adım: 480118, Bölüm Bitti, Ödül: -2583.16, Son 100 Bölüm Ort. Ödül: -10572.86
Adım: 480155, Bölüm Bitti, Ödül: -8863.95, Son 100 Bölüm Ort. Ödül: -10633.06
Adım: 480215, Bölüm Bitti, Ödül: -14808.59, Son 100 Bölüm Ort. Ödül: -10718.55
Adım: 480231, Bölüm Bitti, Ödül: -3394.68, Son 100 Bölüm Ort. Ödül: -10630.33
Adım: 480269, Bölüm Bitti, Ödül: -8959.62, Son 100 Bölüm Ort. Ödül: -10634.72
Adım: 480285, Bölüm Bitti, Ödül: -3628.79, Son 100 Bölüm Ort. Ödül: -10642.99
Adım: 480332, Bölüm Bitti, Ödül: -9435.31, Son 100 Bölüm Ort. Ödül: -10653.05
Adım: 481332, Bölüm Bitti, Ödül: -224131.03, Son 100 Bölüm Ort. Ödül: -11982.59
Adım: 481352, Bölüm Bitti, Ödül: -4378.85, Son 100 Bölüm Ort. Ödül: -11996.09
Adım: 481435, Bölüm Bitti, Ödül: -17189.49, Son 100 Bölüm Ort. Ödül: -12123.73
Adım: 481448, Bölüm Bitti, Ödül: -3220.27, Son 100 Bölüm Ort. Ödül: -11962.97
Adım: 481462, Bölüm Bitti, Ödül: -3168.10, Son 100 Bölüm Ort. Ödül: -11878.86
Adım: 481484, Bölüm Bitti, Ödül: -4829.53, Son 100 Bölüm Ort. Ödül: -11856.27
Adım: 481494, Bölüm Bitti, Ödül: -2336.50, Son 100 Bölüm Ort. Ödül: -11846.36
Adım: 481518, Bölüm Bitti, Ödül: -5070.41, Son 100 Bölüm Ort. Ödül: -11864.03
Adım: 481547, Bölüm Bitti, Ödül: -6644.98, Son 100 Bölüm Ort. Ödül: -11888.58
Adım: 481583, Bölüm Bitti, Ödül: -8559.70, Son 100 Bölüm Ort. Ödül: -11935.95
Adım: 481616, Bölüm Bitti, Ödül: -6466.49, Son 100 Bölüm Ort. Ödül: -11934.08
Adım: 481701, Bölüm Bitti, Ödül: -18993.72, Son 100 Bölüm Ort. Ödül: -12093.82
Adım: 481714, Bölüm Bitti, Ödül: -3179.23, Son 100 Bölüm Ort. Ödül: -12057.43
Adım: 481744, Bölüm Bitti, Ödül: -6920.13, Son 100 Bölüm Ort. Ödül: -12077.40
Adım: 481768, Bölüm Bitti, Ödül: -5594.33, Son 100 Bölüm Ort. Ödül: -12090.27
Adım: 481793, Bölüm Bitti, Ödül: -5955.78, Son 100 Bölüm Ort. Ödül: -11927.97
Adım: 481804, Bölüm Bitti, Ödül: -2355.47, Son 100 Bölüm Ort. Ödül: -11897.08
Adım: 481853, Bölüm Bitti, Ödül: -11258.38, Son 100 Bölüm Ort. Ödül: -11912.42
Adım: 481865, Bölüm Bitti, Ödül: -3124.49, Son 100 Bölüm Ort. Ödül: -11896.12
Adım: 481879, Bölüm Bitti, Ödül: -3182.66, Son 100 Bölüm Ort. Ödül: -11900.26
Adım: 481908, Bölüm Bitti, Ödül: -7364.79, Son 100 Bölüm Ort. Ödül: -11928.52
Adım: 481954, Bölüm Bitti, Ödül: -10501.10, Son 100 Bölüm Ort. Ödül: -11918.81
Adım: 482004, Bölüm Bitti, Ödül: -10541.48, Son 100 Bölüm Ort. Ödül: -11930.39
Adım: 482017, Bölüm Bitti, Ödül: -3336.69, Son 100 Bölüm Ort. Ödül: -11867.11
Adım: 482043, Bölüm Bitti, Ödül: -6003.99, Son 100 Bölüm Ort. Ödül: -11857.93
Adım: 482056, Bölüm Bitti, Ödül: -3405.22, Son 100 Bölüm Ort. Ödül: -11829.31
Adım: 482071, Bölüm Bitti, Ödül: -3606.67, Son 100 Bölüm Ort. Ödül: -9595.07
Adım: 482087, Bölüm Bitti, Ödül: -3011.90, Son 100 Bölüm Ort. Ödül: -9577.95
Adım: 482100, Bölüm Bitti, Ödül: -2614.90, Son 100 Bölüm Ort. Ödül: -9544.96
Adım: 482121, Bölüm Bitti, Ödül: -4569.43, Son 100 Bölüm Ort. Ödül: -9575.54
Adım: 482133, Bölüm Bitti, Ödül: -2114.12, Son 100 Bölüm Ort. Ödül: -9504.32
Adım: 482150, Bölüm Bitti, Ödül: -3787.09, Son 100 Bölüm Ort. Ödül: -9504.40
Adım: 482162, Bölüm Bitti, Ödül: -2212.32, Son 100 Bölüm Ort. Ödül: -9432.61
Adım: 482192, Bölüm Bitti, Ödül: -6627.98, Son 100 Bölüm Ort. Ödül: -9379.44
Adım: 482221, Bölüm Bitti, Ödül: -5793.26, Son 100 Bölüm Ort. Ödül: -9352.74
Adım: 482271, Bölüm Bitti, Ödül: -11166.70, Son 100 Bölüm Ort. Ödül: -9431.98
Adım: 482280, Bölüm Bitti, Ödül: -1978.78, Son 100 Bölüm Ort. Ödül: -9274.32
Adım: 482312, Bölüm Bitti, Ödül: -7655.60, Son 100 Bölüm Ort. Ödül: -9292.66
Adım: 483312, Bölüm Bitti, Ödül: -217807.60, Son 100 Bölüm Ort. Ödül: -11434.88
Adım: 483974, Bölüm Bitti, Ödül: -145227.89, Son 100 Bölüm Ort. Ödül: -12728.86
Adım: 483995, Bölüm Bitti, Ödül: -5224.52, Son 100 Bölüm Ort. Ödül: -12758.99
Adım: 484021, Bölüm Bitti, Ödül: -5284.66, Son 100 Bölüm Ort. Ödül: -12786.27
Adım: 484033, Bölüm Bitti, Ödül: -2730.98, Son 100 Bölüm Ort. Ödül: -12724.55
Adım: 484079, Bölüm Bitti, Ödül: -11032.99, Son 100 Bölüm Ort. Ödül: -12758.03
Adım: 484093, Bölüm Bitti, Ödül: -4171.29, Son 100 Bölüm Ort. Ödül: -12730.41
Adım: 484109, Bölüm Bitti, Ödül: -2940.99, Son 100 Bölüm Ort. Ödül: -12736.25
Adım: 484128, Bölüm Bitti, Ödül: -4935.60, Son 100 Bölüm Ort. Ödül: -12674.04
Adım: 484143, Bölüm Bitti, Ödül: -3800.86, Son 100 Bölüm Ort. Ödül: -12640.29
Adım: 484250, Bölüm Bitti, Ödül: -22535.15, Son 100 Bölüm Ort. Ödül: -12824.22
Adım: 484278, Bölüm Bitti, Ödül: -5746.99, Son 100 Bölüm Ort. Ödül: -12857.64
Adım: 484306, Bölüm Bitti, Ödül: -6517.71, Son 100 Bölüm Ort. Ödül: -12897.17
Adım: 484366, Bölüm Bitti, Ödül: -12069.14, Son 100 Bölüm Ort. Ödül: -12978.99
Adım: 484379, Bölüm Bitti, Ödül: -3183.17, Son 100 Bölüm Ort. Ödül: -12956.53
Adım: 484398, Bölüm Bitti, Ödül: -3842.36, Son 100 Bölüm Ort. Ödül: -12870.64
Adım: 484413, Bölüm Bitti, Ödül: -2871.20, Son 100 Bölüm Ort. Ödül: -11886.25
Adım: 484428, Bölüm Bitti, Ödül: -3336.58, Son 100 Bölüm Ort. Ödül: -11893.34
Adım: 484449, Bölüm Bitti, Ödül: -4373.84, Son 100 Bölüm Ort. Ödül: -11924.51
Adım: 484458, Bölüm Bitti, Ödül: -1647.44, Son 100 Bölüm Ort. Ödül: -11744.85
Adım: 484490, Bölüm Bitti, Ödül: -7352.19, Son 100 Bölüm Ort. Ödül: -11757.32
Adım: 484531, Bölüm Bitti, Ödül: -9171.42, Son 100 Bölüm Ort. Ödül: -11805.49
Adım: 484566, Bölüm Bitti, Ödül: -7992.59, Son 100 Bölüm Ort. Ödül: -11767.33
Adım: 485165, Bölüm Bitti, Ödül: -135405.66, Son 100 Bölüm Ort. Ödül: -13071.92
Adım: 485201, Bölüm Bitti, Ödül: -7916.94, Son 100 Bölüm Ort. Ödül: -13119.98
Adım: 485247, Bölüm Bitti, Ödül: -11711.71, Son 100 Bölüm Ort. Ödül: -13169.91
Adım: 485262, Bölüm Bitti, Ödül: -2849.88, Son 100 Bölüm Ort. Ödül: -13173.42
Adım: 485307, Bölüm Bitti, Ödül: -9763.78, Son 100 Bölüm Ort. Ödül: -13220.57
Adım: 485352, Bölüm Bitti, Ödül: -10668.05, Son 100 Bölüm Ort. Ödül: -13271.47
Adım: 485388, Bölüm Bitti, Ödül: -7844.44, Son 100 Bölüm Ort. Ödül: -13318.25
Adım: 485416, Bölüm Bitti, Ödül: -5133.24, Son 100 Bölüm Ort. Ödül: -13328.54
Adım: 485432, Bölüm Bitti, Ödül: -3410.85, Son 100 Bölüm Ort. Ödül: -13248.08
Adım: 485447, Bölüm Bitti, Ödül: -4157.28, Son 100 Bölüm Ort. Ödül: -13150.14
Adım: 485458, Bölüm Bitti, Ödül: -2553.56, Son 100 Bölüm Ort. Ödül: -13100.45
Adım: 485520, Bölüm Bitti, Ödül: -14502.53, Son 100 Bölüm Ort. Ödül: -13200.66
Adım: 485532, Bölüm Bitti, Ödül: -2696.79, Son 100 Bölüm Ort. Ödül: -13186.41
Adım: 485598, Bölüm Bitti, Ödül: -14600.00, Son 100 Bölüm Ort. Ödül: -13136.08
Adım: 485633, Bölüm Bitti, Ödül: -7223.62, Son 100 Bölüm Ort. Ödül: -13130.82
Adım: 485651, Bölüm Bitti, Ödül: -3739.52, Son 100 Bölüm Ort. Ödül: -13122.48
Adım: 485678, Bölüm Bitti, Ödül: -5471.79, Son 100 Bölüm Ort. Ödül: -13163.68
Adım: 485732, Bölüm Bitti, Ödül: -12111.38, Son 100 Bölüm Ort. Ödül: -13193.39
Adım: 485743, Bölüm Bitti, Ödül: -3011.53, Son 100 Bölüm Ort. Ödül: -13168.16
Adım: 485757, Bölüm Bitti, Ödül: -3188.98, Son 100 Bölüm Ort. Ödül: -13123.47
Adım: 485796, Bölüm Bitti, Ödül: -7779.29, Son 100 Bölüm Ort. Ödül: -13117.45
Adım: 485815, Bölüm Bitti, Ödül: -3503.15, Son 100 Bölüm Ort. Ödül: -13118.90
Adım: 485848, Bölüm Bitti, Ödül: -6585.82, Son 100 Bölüm Ort. Ödül: -13124.57
Adım: 485864, Bölüm Bitti, Ödül: -4543.95, Son 100 Bölüm Ort. Ödül: -13110.28
Adım: 485873, Bölüm Bitti, Ödül: -1612.32, Son 100 Bölüm Ort. Ödül: -13110.52
Adım: 485905, Bölüm Bitti, Ödül: -6933.17, Son 100 Bölüm Ort. Ödül: -13147.71
Adım: 485924, Bölüm Bitti, Ödül: -4561.21, Son 100 Bölüm Ort. Ödül: -13136.13
Adım: 485938, Bölüm Bitti, Ödül: -3411.26, Son 100 Bölüm Ort. Ödül: -13131.07
Adım: 485949, Bölüm Bitti, Ödül: -2548.06, Son 100 Bölüm Ort. Ödül: -13101.88
Adım: 486012, Bölüm Bitti, Ödül: -14147.71, Son 100 Bölüm Ort. Ödül: -13216.81
Adım: 486032, Bölüm Bitti, Ödül: -4283.48, Son 100 Bölüm Ort. Ödül: -13219.06
Adım: 486058, Bölüm Bitti, Ödül: -6219.21, Son 100 Bölüm Ort. Ödül: -13224.13
Adım: 486087, Bölüm Bitti, Ödül: -5851.67, Son 100 Bölüm Ort. Ödül: -13256.81
Adım: 486106, Bölüm Bitti, Ödül: -3278.88, Son 100 Bölüm Ort. Ödül: -13200.96
Adım: 486135, Bölüm Bitti, Ödül: -5628.31, Son 100 Bölüm Ort. Ödül: -13109.16
Adım: 486147, Bölüm Bitti, Ödül: -3772.56, Son 100 Bölüm Ort. Ödül: -13112.94
Adım: 486193, Bölüm Bitti, Ödül: -11256.36, Son 100 Bölüm Ort. Ödül: -13135.91
Adım: 486208, Bölüm Bitti, Ödül: -3263.32, Son 100 Bölüm Ort. Ödül: -13132.25
Adım: 486242, Bölüm Bitti, Ödül: -7403.71, Son 100 Bölüm Ort. Ödül: -13111.94
Adım: 486269, Bölüm Bitti, Ödül: -6123.47, Son 100 Bölüm Ort. Ödül: -10931.86
Adım: 486285, Bölüm Bitti, Ödül: -3828.57, Son 100 Bölüm Ort. Ödül: -10926.36
Adım: 486301, Bölüm Bitti, Ödül: -3487.87, Son 100 Bölüm Ort. Ödül: -10789.34
Adım: 486318, Bölüm Bitti, Ödül: -4031.15, Son 100 Bölüm Ort. Ödül: -10797.45
Adım: 486328, Bölüm Bitti, Ödül: -1817.63, Son 100 Bölüm Ort. Ödül: -10783.95
Adım: 486347, Bölüm Bitti, Ödül: -4285.10, Son 100 Bölüm Ort. Ödül: -10778.50
Adım: 486368, Bölüm Bitti, Ödül: -4484.89, Son 100 Bölüm Ort. Ödül: -10799.99
Adım: 486387, Bölüm Bitti, Ödül: -4101.65, Son 100 Bölüm Ort. Ödül: -10790.30
Adım: 486422, Bölüm Bitti, Ödül: -6943.35, Son 100 Bölüm Ort. Ödül: -10793.28
Adım: 486474, Bölüm Bitti, Ödül: -11253.85, Son 100 Bölüm Ort. Ödül: -10820.22
Adım: 486503, Bölüm Bitti, Ödül: -7109.76, Son 100 Bölüm Ort. Ödül: -10826.66
Adım: 486529, Bölüm Bitti, Ödül: -5314.29, Son 100 Bölüm Ort. Ödül: -10689.86
Adım: 486649, Bölüm Bitti, Ödül: -27095.45, Son 100 Bölüm Ort. Ödül: -10929.02
Adım: 486678, Bölüm Bitti, Ödül: -6577.17, Son 100 Bölüm Ort. Ödül: -10925.59
Adım: 486755, Bölüm Bitti, Ödül: -17074.84, Son 100 Bölüm Ort. Ödül: -11040.40
Adım: 486784, Bölüm Bitti, Ödül: -6632.53, Son 100 Bölüm Ort. Ödül: -11047.17
Adım: 486795, Bölüm Bitti, Ödül: -2177.51, Son 100 Bölüm Ort. Ödül: -11045.39
Adım: 486807, Bölüm Bitti, Ödül: -2880.57, Son 100 Bölüm Ort. Ödül: -10961.61
Adım: 486826, Bölüm Bitti, Ödül: -3279.82, Son 100 Bölüm Ort. Ödül: -10963.16
Adım: 486837, Bölüm Bitti, Ödül: -1596.98, Son 100 Bölüm Ort. Ödül: -10947.31
Adım: 486866, Bölüm Bitti, Ödül: -6665.95, Son 100 Bölüm Ort. Ödül: -10940.32
Adım: 486875, Bölüm Bitti, Ödül: -1494.95, Son 100 Bölüm Ort. Ödül: -10850.26
Adım: 486915, Bölüm Bitti, Ödül: -8394.96, Son 100 Bölüm Ort. Ödül: -10828.79
Adım: 486928, Bölüm Bitti, Ödül: -2269.49, Son 100 Bölüm Ort. Ödül: -10818.12
Adım: 487087, Bölüm Bitti, Ödül: -33048.39, Son 100 Bölüm Ort. Ödül: -11088.56
Adım: 487120, Bölüm Bitti, Ödül: -7220.88, Son 100 Bölüm Ort. Ödül: -11126.72
Adım: 487166, Bölüm Bitti, Ödül: -11090.68, Son 100 Bölüm Ort. Ödül: -11201.56
Adım: 487244, Bölüm Bitti, Ödül: -17366.89, Son 100 Bölüm Ort. Ödül: -11345.11
Adım: 487270, Bölüm Bitti, Ödül: -5938.43, Son 100 Bölüm Ort. Ödül: -11378.34
